x,y,z
-1.9538723559847349,-2.2720840472081565,0.08163866396324565
-0.3062130723941275,2.4503298235727677,-0.8829914166379809
0.9673132371586762,0.2546807819395044,0.023601785511327248
1.0741517740986732,0.11194928763584122,0.39184735882566873
0.4636751489133438,-1.104264811343117,-0.596870593064294
2.2087404285941394,-1.3486438428683496,-0.8089128187429064
-1.3666937532233943,-1.0827962813669405,0.9665828294914895
-0.24283043965374163,-1.8744964768611898,0.9939492476522604
-2.841828861358428,-0.799069500044074,0.3059929940573683
1.7414550688791173,-0.7526542375938216,0.994696224125142
1.1718978917976202,-2.6687366097927394,0.40412433904168155
2.965662458718176,0.05103371956720947,0.2581624341831894
0.6587513690833855,-0.8232703761774169,-0.3252876386612548
2.3505306441839653,0.5035156542631161,0.9148226917254165
-0.36881639795720184,-2.8695093858408844,0.44983003885426287
1.2906858309262386,2.5591203989303355,-0.49973838335867743
1.69319928286415,-1.9654420961606245,0.8043155021827071
-2.7322693649299508,-0.7283304781068384,0.5612037304144898
-0.9166840714644371,2.838738556707108,-0.1831947233732602
-1.3279189886364833,0.7010981458917477,-0.8669672732431432
1.8190643999705967,0.32714014062209346,-0.9884184053578084
0.76555980304971,0.7586955674279026,-0.3867663050461376
-1.3889135141352793,-2.5500721066406653,0.42799361406694514
-1.53248733037503,-2.0328099723817803,-0.8379492364253701
-0.8456100669558481,-0.7491498528755494,0.49256875212716084
-0.9081737998798817,0.8141736353944607,0.6254004195883673
2.6594444240022237,-0.046626141541619315,0.751394606517128
2.7374934586609827,-0.3312381092453901,0.6528808431182602
-0.39786303462020906,-0.9280654462424376,-0.1393206282120638
-0.6392157562982068,-0.8851653654826898,-0.4186231590750459
-0.37977753447705037,-0.9325151250731963,-0.1171351982119124
-0.9517044986761257,0.7982434182102992,-0.652427606763135
1.7967069008634688,2.040456774243727,-0.6952651912019608
-0.17824956343273085,-0.9843399723736587,-0.026416746545803452
-1.2585669335146183,-0.20221063959117944,0.688441111521596
-0.7238176815856313,1.82006851419844,0.9991473790928143
-1.6438364443068014,0.14668740718274723,0.9368872176274258
0.8238654961157055,-0.6860384157107189,-0.3728345713616713
2.0881331968980317,-0.9185541425693612,-0.9596383618336894
-0.6690869170434828,0.8319898092140435,0.3615664652917751
-2.672698094937133,-1.2891990209385569,0.25332637862940116
-1.0380901637844777,2.140430570212384,0.9254454511747015
-2.357669512006864,-1.5871574609545431,0.5392824290448595
-0.7870210315889061,1.2768842322650982,0.8659937326053987
-1.2425575215658828,1.0068195616383178,-0.9161921320555293
0.8935924405768693,-0.7366530681404916,-0.5396130811147908
0.21104312028330027,1.460336927297195,-0.8514152257474311
-0.7440193730181853,-0.7272600315083714,0.28143306054402994
2.3941354207491146,1.3959678625395786,0.6363609025562449
0.8502861600970074,-1.4875781349288484,0.9580621780125903
0.23153798434340883,-0.9752622885911976,-0.06881229818596213
0.06675469381859399,0.9979284204668861,0.017812107788257116
1.4557560005133352,-1.428854219125826,0.9992070228225675
2.291272577073948,0.8834160958160064,-0.8901447287070283
-0.5596265943842278,0.9312962003654022,0.40685142414061365
1.5037013715907763,2.0773283876796342,-0.8254662944921894
-1.8109300937719792,0.5841406881579775,0.9952659036281534
0.8420302568756487,-2.8107787235495847,-0.35676651789728525
0.3352345074806812,2.742609953068832,0.646372310036698
2.007980396414215,0.6807447998428223,-0.9927453925172145
-2.469852584495953,1.6886965028187753,0.1264954283266625
0.6630667142523837,1.977647039497088,0.9963085887617649
2.2619364879524673,1.4505265879738936,-0.7265843897454837
-1.2356426029995742,-0.6826646316785188,0.8086290368541182
-0.8769430600781579,2.77613600596954,-0.4116317885091369
-1.3666589537364289,-2.5614780057875577,-0.4290908933003223
0.7205669038550993,2.1949162655230077,-0.9506819107475708
1.1267385969472246,-0.4288919930003614,0.6074041003854805
-1.7399560396722473,1.9708408972987752,-0.7774022432482716
0.8167006938453808,0.6375785533739918,0.26627014535931387
-1.860571715591332,-1.9591903776326265,0.7122954812399951
2.3303159965511124,-1.1478885776635277,-0.8017233549182083
