x,y,z,theta_0,theta_1
-1.9538723559847349,-2.2720840472081565,0.08163866396324565,1.0537163193121815,4.170149626832994
-0.3062130723941275,2.4503298235727677,-0.8829914166379809,3.6892313412511046,3.145425788456504
0.9673132371586762,0.2546807819395044,0.023601785511327248,6.00529338003963,1.659396148655309
1.0741517740986732,0.11194928763584122,0.39184735882566873,6.013594792665544,1.2874739022168529
0.4636751489133438,-1.104264811343117,-0.596870593064294,1.0751054801192579,1.977970184071859
2.2087404285941394,-1.3486438428683496,-0.8089128187429064,5.727117477577681,3.5348429985344647
-1.3666937532233943,-1.0827962813669405,0.9665828294914895,1.8646211104356305,0.06303561594644275
-0.24283043965374163,-1.8744964768611898,0.9939492476522604,0.6990575342265813,6.129620628434111
-2.841828861358428,-0.799069500044074,0.3059929940573683,1.6713299388405196,4.914493929527005
1.7414550688791173,-0.7526542375938216,0.994696224125142,5.66099570238298,0.04725295308640398
1.1718978917976202,-2.6687366097927394,0.40412433904168155,6.084347653608418,5.06074969913579
2.965662458718176,0.05103371956720947,0.2581624341831894,5.09868846014983,4.756675454865601
0.6587513690833855,-0.8232703761774169,-0.3252876386612548,0.984633620461961,1.8485574166423067
2.3505306441839653,0.5035156542631161,0.9148226917254165,5.0950905700044835,5.764897655185252
-0.36881639795720184,-2.8695093858408844,0.44983003885426287,0.36955828524357537,4.787827970234678
1.2906858309262386,2.5591203989303355,-0.49973838335867743,4.072320562488844,4.102136965089866
1.69319928286415,-1.9654420961606245,0.8043155021827071,5.935355196608356,5.476796717822371
-2.7322693649299508,-0.7283304781068384,0.5612037304144898,1.7156709952587916,5.120896957534296
-0.9166840714644371,2.838738556707108,-0.1831947233732602,3.2489166069080735,4.236364830011771
-1.3279189886364833,0.7010981458917477,-0.8669672732431432,2.9195312036541283,2.5416642397255957
1.8190643999705967,0.32714014062209346,-0.9884184053578084,5.238984910125454,2.9955090496248706
0.76555980304971,0.7586955674279026,-0.3867663050461376,5.527332602808116,1.9145221586279892
-1.3889135141352793,-2.5500721066406653,0.42799361406694514,0.8161497235081568,4.558086941299492
-1.53248733037503,-2.0328099723817803,-0.8379492364253701,1.0495810289163994,3.431669965332725
-0.8456100669558481,-0.7491498528755494,0.49256875212716084,2.2119726270627162,0.8655516232540186
-0.9081737998798817,0.8141736353944607,0.6254004195883673,3.48706670219197,0.677248349317019
2.6594444240022237,-0.046626141541619315,0.751394606517128,5.209341959388922,5.493846527464928
2.7374934586609827,-0.3312381092453901,0.6528808431182602,5.25038457281028,5.324291668981492
-0.39786303462020906,-0.9280654462424376,-0.1393206282120638,2.041422718959025,1.4734503987562426
-0.6392157562982068,-0.8851653654826898,-0.4186231590750459,2.140979614090281,1.6164557167572677
-0.37977753447705037,-0.9325151250731963,-0.1171351982119124,2.0322722149765906,1.461874276122162
-0.9517044986761257,0.7982434182102992,-0.652427606763135,3.262503340634849,2.1952118993217833
1.7967069008634688,2.040456774243727,-0.6952651912019608,4.300333247394535,3.858095689002225
-0.17824956343273085,-0.9843399723736587,-0.026416746545803452,1.8963558408459984,1.393451710483459
-1.2585669335146183,-0.20221063959117944,0.688441111521596,2.491336564534065,0.4401612674472374
-0.7238176815856313,1.82006851419844,0.9991473790928143,3.5063293872842465,0.032837195841174026
-1.6438364443068014,0.14668740718274723,0.9368872176274258,2.530146629111275,0.06929942813096648
0.8238654961157055,-0.6860384157107189,-0.3728345713616713,0.7684962760674234,1.8821603536183544
2.0881331968980317,-0.9185541425693612,-0.9596383618336894,5.690563938832231,3.325599387341967
-0.6690869170434828,0.8319898092140435,0.3615664652917751,3.723840773531854,1.1097524419772042
-2.672698094937133,-1.2891990209385569,0.25332637862940116,1.5063052423908554,4.7886305547035235
-1.0380901637844777,2.140430570212384,0.9254454511747015,3.302659799604639,5.8739125484839825
-2.357669512006864,-1.5871574609545431,0.5392824290448595,1.4359856144651981,5.029870445986203
-0.7870210315889061,1.2768842322650982,0.8659937326053987,3.574419552029593,0.3145580476761562
-1.2425575215658828,1.0068195616383178,-0.9161921320555293,3.037783498616709,2.5883876653537636
0.8935924405768693,-0.7366530681404916,-0.5396130811147908,0.6674681054011439,2.022312062335493
0.21104312028330027,1.460336927297195,-0.8514152257474311,4.334189241371761,2.4937456406711194
